summary_doc_id,candidate_count,summary_semantic_evidence,top_anchor_family,preview,summary_ai_curiosity_flag,summary_no_professional_ml_flag,summary_search_retrieval_claim_flag,summary_transition_claim_flag
e9453e4c0798aa39,1,0.809211,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from <NUM> to <NU",false,false,true,false
782bf200f97f23b8,5,0.703947,semantic_search_quality,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
b6ed9734b2a5f78f,10,0.611842,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
900436b67474a948,6,0.519737,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
256cabf0e6c5e9d5,1,0.914474,ranking_eval,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B",false,false,true,false
8890fb5abb6ea1cd,7,0.506579,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
edf1b011f6b64620,7,0.598684,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
8962060cec2412f3,9,0.532895,product_shipper,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
e838ce947b41d81c,1,0.953947,retrieval_ops,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed the company's first hybrid retrieval system combining BM25 with dense vecto",false,false,true,false
25eb81b1c774baab,6,0.559211,product_shipper,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
9c5acc1d04c62682,5,0.717105,semantic_search_quality,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
d705bf5ba099e686,5,0.625000,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
d5d1c6fbe5acf6ac,6,0.546053,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
796b27e49b3b8b3f,10,0.638158,production_ml,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
a106f746bc095e6e,1,0.743421,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototype to production, including the eval f",false,false,true,false
6a42db415a7931ec,1,0.967105,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from <NUM> to <NU",false,false,true,false
776d0907e96d5c55,1,0.875000,ranking_eval,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B",false,false,true,false
b3cc3ffbe11a7392,1,0.927632,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from <NUM> to <NU",false,false,true,false
69a65adc4465cbfb,1,0.888158,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed the company's first hybrid retrieval system combining BM25 with dense vecto",false,false,true,false
ff4b044bb4281d30,6,0.572368,product_shipper,"Machine learning engineer with <NUM> years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployme",false,false,true,false
2b25fb52e46f6b55,1,0.730263,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking to a learning-to-rank model with embedd",false,false,true,false
c8636688bb433e2e,1,0.769737,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking to a learning-to-rank model with embedd",false,false,true,false
d259abea49329450,1,0.980263,ranking_eval,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking to a learning-to-rank model with embedd",false,false,true,false
d2ef4335d7022233,1,0.861842,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed the company's first hybrid retrieval system combining BM25 with dense vecto",false,false,true,false
a81c0e962c650c3f,1,0.822368,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from <NUM> to <NU",false,false,true,false
b09b4e3fb46cd34e,1,0.848684,ranking_eval,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I led the migration from keyword-based ranking to a learning-to-rank model with embedd",false,false,true,false
c13dc6c2870cda4c,1,0.940789,retrieval_ops,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I designed the company's first hybrid retrieval system combining BM25 with dense vecto",false,false,true,false
d66cc7df49e235bf,1,0.782895,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I drove the platform's RAG strategy from prototype to production, including the eval f",false,false,true,false
6426d7d47016f47d,2,0.993421,product_shipper,"Senior AI engineer with <NUM> years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I rebuilt the candidate-JD matching pipeline from scratch, taking it from <NUM> to <NU",false,false,true,false
